"zip","year","pm25_ensemble","mean_bmi","smoke_rate","hispanic","pct_blk","medhouseholdincome","medianhousevalue","poverty","education","pct_owner_occ","summer_tmmx","winter_tmmx","summer_rmax","winter_rmax","pm25","ozone","br","ca","cu","ec","fe","k","nh4","ni","no3","oc","pb","si","so4","v","z","death_rate","female_percentage","dual_percentage","mean_age","percentage_race_labelAsian","percentage_race_labelBlack","percentage_race_labelOther","percentage_race_labelWhite","percentage_race_labelHispanic","percentage_race_labelNorth_American_Native","anemia_rate","ami_rate","alzh_rate","alzhdmta_rate","atrialfb_rate","cataract_rate","chrnkidn_rate","copd_rate","chf_rate","diabetes_rate","stroke_rate","breastCancer_rate","colorectalCancer_rate","prostateCancer_rate","lungCancer_rate","endometrialCancer_rate","hyperp_rate","glaucoma_rate","hipfrac_rate","ischmcht_rate","depressn_rate","osteoprs_rate","ra_oa_rate","asthma_rate","hyperl_rate","hypert_rate","hypoth_rate"
26224,2001,10.3630125368697,27.0275912679426,0.494117647058824,0.371130844001233,0,43550.4285714286,144600,0.129032258064516,0.0307322070373321,0.729957805907173,297.635316097938,294.096710558596,80.8212097416754,92.2061288848298,10.9277726220842,37.2848192457034,2.78514054786411,137.066979582555,0.941112881554374,0.224885214505171,38.3555946175349,74.0958549942089,0.763906197178277,0.997702257528814,1.83321396969657,1.69777643393119,1.19787510035355,34.9600962929663,2.40597337717398,1.31345708463033,7.89700952769352,5.01694915254237,59.3301435406699,57.1739130434783,75.6909090909091,0.163800163800164,0,0,89.0322580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90713,2001,10.8023811855078,27.3799369085174,0.382432432432432,0.0077830194752718,0,16563,94900,0.162629757785467,0.321671994190365,0.815525144697106,299.05875927469,288.696809895833,62.5755382279539,86.0411901685927,14.6530490666747,30.0424949695612,3.27351077350045,33.9627969548717,0.704982906949298,0.449834534429507,57.6678922705696,72.2566437233439,0.225597626632283,1.37116176538681,0.657949946252225,1.38152491161795,3.80558022357312,103.473409375042,0.803284135761845,0.674156328871538,3.14393218853783,3.55656451002649,52.2727272727273,40,73.6470588235294,0.763358778625954,0,1.49253731343284,73.6842105263158,0.0409165302782324,0,78.9473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59410,2001,4.37245149219022,30.4434782608696,0.36004470027943,0.953860640301318,0.00445838305477264,25958,54300,0.018018018018018,0.286872672122413,0.773155603980161,299.637345014194,279.20967976821,94.261764629863,91.989983230389,12.8745581753379,37.2641089197943,2.29894062577587,41.2918637222643,0.78654357895875,0.50384518752436,70.0979556223885,64.5037064583586,1.20395643182142,1.19807125684916,0.541713641814816,0.665209570064628,2.47506175208786,255.308766688139,4.61021075578921,2.85697339344286,8.21117623861784,6,60.9756097560976,7.34265734265734,73.92,0.312256049960968,2.18340611353712,1.86666666666667,100,0.54590570719603,0,85.1191909463039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78576,2001,14.5574132196502,26.882288,0.456061838189195,0.00946381706284237,0,54372,69893.3333333333,0.0487461917037731,0.356031548415504,0.906992226681819,301.475569767868,289.927355755817,91.6732885111933,97.6894399007162,8.89762725872019,39.8027595465489,2.8363957465796,44.5829883797568,1.87242116382082,0.25126861758065,88.5616520031696,64.2213124917757,0.609430142072439,0.0688435862483798,1.3416817178309,3.54141587893184,3.23588725828273,41.0980561257809,1.87707921573699,0.80446064153426,5.69616550647136,4.61538461538462,59.1304347826087,9.72222222222222,74.5,0.515463917525773,0,1.08303249097473,98.9304812834225,0,0,48.2954545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79499,2001,12.1274739075273,28.059793015873,0.357699805068226,0.0526715796309078,0,28053,82466.6666666667,0.105654761904762,0.435644379358037,0.757575757575758,301.94387442292,283.774624972873,87.897573440128,92.8860227372911,3.62330433253835,40.5709494826084,3.2591544816076,52.4329923779259,1.12080858928099,0.340539552539426,26.97203517813,39.5336267680346,1.03442248103597,0.593066243548998,0.450906329640214,1.61992020426831,1.93928841534255,49.3770879379602,0.465342504906658,0.23053843452936,6.63678217720621,6.4343163538874,44,0,73.0759951749095,6.36453689945518,75.5102040816327,1.41969831410825,97.1943048576214,5.95823095823096,0.119904076738609,71.020568583781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71968,2001,15.046022677632,28.6158110762986,0.543956043956044,0.0175196287033235,0.0170964937699218,22083.6666666667,159512.121212121,0.230088495575221,0.142276422764228,0.654744525547445,308.455773726754,283.476834279521,95.0891501395026,89.2082264794244,7.09786057722838,36.3025290312429,2.54969913217884,33.2691783800516,1.3334942349007,0.299674031088244,40.1812381509999,56.0441547904614,0.45646956494523,0.0548144198609591,0.796442981395049,1.67863015418551,1.31811396201107,75.5924531320114,1.93655688922817,0.304591755129222,11.7751009652553,2.85714285714286,51.9230769230769,3.44827586206897,73.3684210526316,0.05720823798627,0.783289817232376,0,72.7433628318584,2.40425531914894,0,60.2272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10601,2001,8.95386009964201,27.3702272727273,0.491164665928119,0.00934938880035224,0.0118203309692671,62500,379000,0.132101748692813,0.17201043126969,0.808099963557873,299.158556772443,297.580178070513,90.4860349323439,81.6568990617985,9.26520410891698,41.1035928521086,3.06036791975097,59.7504383434199,1.09600262968111,0.444250101745829,56.340057251683,65.2436982351763,0.896290634526375,0.283401798998389,0.378169439628947,1.06560898543059,1.65183273294953,51.7175487978765,3.41341766186449,0.63395869609028,5.96613432898157,4.34782608695652,100,12.5,73.3484761357102,3.34748938296278,0.0889679715302491,5.58464223385689,99.390243902439,0,0,25.1766784452297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5662,2001,11.6984937431682,27.2138461538462,0.442307692307692,0.57655217694612,0.0378720634357062,76393,56588.8888888889,0.0289565927206377,0.226988923022596,0.84556720686368,299.223149225341,293.118267145168,87.6625977391782,87.7681449840067,5.9488675959885,34.4202347062504,3.63795121196931,25.9331100109288,1.56732035156355,0.184490447853703,65.3285286171392,34.2736284442834,1.22722016554287,0.119582681259515,0.870359765586899,1.61080362152166,3.45672515274769,136.726301867971,0.412690827789181,1.16427582873456,6.45615768874089,4.3010752688172,54.5008183306056,11.8421052631579,73,0,1.08108108108108,3.65044247787611,95.6616052060738,0,0,61.5028901734104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76547,2001,8.6884280134313,27.1709633027523,0.402676399026764,0.0193470374848852,0.0593730114544647,67098,139200,0.0475949367088608,0.202661826981246,0.681289167412713,306.622331671771,276.373660146135,88.3347648123036,74.7127512916017,5.01024113186753,40.961990832433,1.1257819597762,24.0191715821542,1.39769806329674,0.505523710501318,194.427638779411,44.0627462085025,0.266733435059822,0.21571635659908,1.09241079056125,0.962453173394105,2.51586872728495,29.1399565716178,2.79061675489909,0.778293694982527,5.22528529828854,3.52112676056338,57.6086956521739,12.8440366972477,75.2987012987013,0.729559748427673,1.3215859030837,0.547029326850023,98.5428051001822,0,6.89655172413793,61.9144602851324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37071,2001,13.0349833588078,28.0737670514166,0.584,0.269488966691292,0.241976477516795,40010.6,77800,0.0502533783783784,0.40247859510991,0.751763046544429,306.944192969281,274.187360975478,93.2703215647227,83.2440323834849,11.5404361982393,45.1421567668192,2.8949833258885,63.6775913420916,1.00748533708152,1.02467907172536,28.4125355226017,52.3615691141612,0.558198531110209,0.139604436868296,0.888532282368779,2.16267096868319,5.07417334772174,65.615859875049,2.54982113285667,0.234235770589806,8.72419978163133,3.98773006134969,56.3311688311688,10.9090909090909,76.5671191553544,1.92307692307692,0,1.22324159021407,98.4848484848485,0.427350427350427,0,79.3077215671358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68950,2001,12.3263364130775,29.4322172949002,0.527663393517052,0,0.11146656003199,17676,186400,0.0555555555555556,0.380204615428683,0.777632865992827,297.684123042262,289.511940550491,96.321227695631,91.706257449175,13.7509379787036,39.097181733195,2.68774866943739,29.7913453607968,0.533867636999001,0.461560433711778,46.0929013264699,74.0671894387636,1.12957523070682,0.421579755680501,0.307902271329812,1.59019562998142,1.51272109834001,84.6742725017544,1.38007065645248,1.15441651391992,6.87271928540289,5.18518518518519,44.9612403100775,11.8987341772152,73.1401515151515,0,0,1.5970515970516,99.5708154506438,2.67417311752287,0,54.7779273216689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19707,2001,4.90257197100357,27.7377269426289,0.419512195121951,0.0883313582102494,0.0926186724932457,19250,220469.696969697,0.031853251217543,0.490679690679691,0.77027027027027,301.629789902551,281.904686984257,96.8826969810154,85.3895376433075,6.40242280156319,40.4907752125978,1.25516910943193,50.3952776976483,3.25344501629127,0.349577774215364,46.1578479962798,67.5636119354089,1.37920222524874,0.222293941003997,1.6147329120382,2.83248838525174,3.28245155639701,103.121707446273,1.37804459698594,0.350875779635462,4.23226482494783,5.25262631315658,100,17.0114942528736,75.3985185185185,0,87.0598591549296,3.10015898251192,94.6902654867257,0,0,70.5882352941177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2001,11.3070283695125,27.675502571295,0.573529411764706,0.0086845129142675,0.155045061604054,46250,181066.666666667,0.2,0.230083827747235,0.974500566748093,303.336959259654,281.605132804322,95.7826485840679,89.609098900689,4.28229924828675,39.4227060956295,2.60049378187611,51.7480938971416,0.247043914557883,0.508771729105404,47.8274398473306,49.1871774924151,1.39994527215785,0.0132897072263753,0.721004227978557,2.0822265799629,1.55694865930097,104.504928287451,1.04335772427817,1.50500120147197,4.63208276452884,4.45705024311183,41.9354838709677,7.31707317073171,65,0,0,2.85714285714286,97.3684210526316,0,0,37.8236068451075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,2001,10.2495880288661,26.9249877205033,0.434426229508197,0.00216648048475001,0.00538823507419121,35540.1111111111,129288.888888889,0.166666666666667,0.635614537253881,0.829694323144105,301.966574383121,275.040326815407,94.5629951028599,86.6811654408773,7.98593327383291,36.5830055962567,2.77904759307855,29.6774762548389,3.32977451218367,0.223092642913576,44.5008938722688,61.6823657871875,1.70759609492011,1.85673314332584,0.690985171274733,1.68794155610787,1.75247043432999,250.489690020261,1.58215983141849,3.23040010985185,8.97001677860698,2.46305418719212,48.2142857142857,21.9589257503949,75.2672413793103,0,2.63726761781236,0.518134715025907,100,0.688559322033898,0.1669449081803,8.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,2001,15.1522209250805,27.5060526315789,0.598214285714286,0,0.304347826086957,69019,157537.984496124,0.0576213421709063,0.463267976418848,0.769386544604049,301.817185052958,274.606136112423,93.1766695271755,78.4857370677733,7.10364335575422,43.3914012305625,2.75508308612992,46.8074762205014,0.565020531465721,0.385325523608437,81.4632615906381,82.1705197640582,0.745759646301964,0.100737421220282,0.68408105733469,1.62036454054423,3.6589574854917,99.918190542477,3.6103103385606,1.94514670253888,3.57965353519531,5.4421768707483,59.0688856119654,20,75.8460423311105,0,6.25,0,94.8717948717949,0,0,46.0526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18036,2001,8.22588103992502,26.743373015873,0.461904761904762,0,0,51696,70148.0620155039,0.220639463667924,0.654869591436756,0.816365319584771,306.514909174331,279.884961402441,97.3386368129565,81.6153830556307,8.90945033609314,51.3802689821438,2.43685323715881,40.6426898261915,1.37750542103567,0.28799974944708,34.1541099775492,59.2831203379183,0.511527507380332,1.51168948214967,0.776953690690625,1.12093766264924,1.30951509432493,96.1049340403586,1.0745080838392,0.739753660094142,1.54403750359213,6.68036998972251,59.1259640102828,6.52173913043478,73.6916784203103,0,0.25706940874036,0,81.9653553504938,0,0,50.5760368663594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41051,2001,8.89296475330377,27.6312162162162,0.48989898989899,0.00465934520806654,0.0048918640576725,69482,149694.573643411,0.122356841775939,0.234868230524182,0.708639169686309,303.541642893916,271.585427901913,87.0580754487411,66.3584156028933,9.97790926962768,38.9423726304615,2.73883761755738,25.3112115371938,2.61800589733191,0.246663631452384,36.6891203854453,45.5326917796536,1.01732873429042,0.550626438484829,0.786580680137943,1.82801897518113,1.6272650593937,45.1323259624674,2.14715446122394,1.53715981004852,18.6859082112305,6.875,59.7789115646258,10.7142857142857,73,0.134649910233393,0.160771704180064,0.139082058414465,100,0,0,68.9464256635727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3598,2001,12.1710523327649,28.0860320182962,0.437662337662338,0.00794123976330991,0.0237857467090331,69079,122409.090909091,0.0101395320246206,0.307663465601912,0.800273927255912,299.92633300628,279.865521985656,69.742679056914,80.0618448192961,8.99656475083536,46.0642897356752,2.80161580638327,24.4500128486325,1.44562143833375,0.755815056056527,43.574793565248,74.9972377169569,0.326677630770122,0.206224561102244,0.482619691883207,2.45473841318647,2.94456368861543,98.5190153042499,4.72809174996043,0.232550732727382,6.10063975767019,3.49264705882353,53.6,9.52380952380952,75.2,0.0860585197934596,7.73135493947677,2.85714285714286,98.989898989899,0,2.10526315789474,68.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
84656,2001,7.73166858442862,27.9767073170732,0.37037037037037,0.369909502262443,0.537357728953178,40074,66500,0.0781980450488738,0.0824060089462933,0.675795225269601,302.636777393961,274.043572579385,83.2818773057726,86.9438171466757,11.0144029624027,51.0804020411332,3.02317897850474,50.171576916496,1.11245950192001,0.354344376067442,23.4550779698128,42.6783148728893,0.993328179985246,0.72322218209111,0.824001121619172,1.4370654878941,3.19178003556279,138.792206496214,4.67499450862144,1.22926789971011,3.17028760599021,3.72340425531915,0,11.2607099143207,74.971098265896,4.94526236315591,0.173010380622837,0,82.9753694581281,3.2258064516129,0,85.8760429082241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81416,2001,9.76041971228489,26.5908551724138,0.493470790378007,0.040686424542154,0.0130287661373216,69639,153600,0.102768653214453,0.199610136452242,0.863194444444444,302.222409455673,277.735282751998,99.0007140758631,86.3286054120375,5.16857352035402,43.3606608878042,2.67401184721208,26.6834297467318,1.52676187045775,0.244660035970318,46.1753968102485,34.3339120806456,1.48640500556259,0.785890984697267,0.445044224408884,2.86233847602359,1.27140701790035,154.816748409014,2.42461632992115,0.742832579902968,1.40135304919352,5.14541387024608,50,2.41681260945709,76.1016949152542,0,35.1648351648352,0.165929203539823,100,0.140252454417952,0,83.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7626,2001,10.4555047333712,25.6333361344538,0.544871794871795,0.0377363966286043,0.00138372563788199,61487.8,355433.333333333,0.0232854864433812,0.107438016528926,0.675374410175751,302.941439809808,279.604305250358,97.4000867642056,85.2937958266709,15.0826032493016,42.3378216427415,1.86558330074063,28.6116098276199,0.931644007930934,0.408748778219129,42.0230332721323,52.2253934398127,1.63322003962307,0.0484156961262351,1.21617348843292,1.89032773315725,2.19725755331448,145.162926646598,2.8210352112885,0.315197903556549,7.01371319035668,6.25,56.2419562419562,40.4761904761905,74.6346223346585,0,1.25744540039709,0.564971751412429,98.3009708737864,0,0.0408413314274045,63.7250348351138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76571,2001,3.15365158757619,27.8547311827957,0.53921568627451,0.0844456233461096,0.838875632250238,44113,52560.4288499025,0.103949523109783,0.2533855393803,0.29865870833222,295.177505607165,279.819462742889,71.7044707656136,89.6176424969684,14.8196621172006,39.686067409437,3.4589092423678,51.1939850615023,0.666084907000551,0.228990147064879,124.124314379478,53.7548874731339,1.15495434779884,0.652929766474243,1.26638727093524,1.96938198454993,1.05425180240566,76.185940741266,4.3052488563707,0.457200824478582,9.72083681598909,4.59981600735971,57.3736780258519,4.06779661016949,74.107476635514,0.253164556962025,0,2.19813309244204,100,0,0.135623869801085,47.7941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2727272727273,0,0,0,0,0
93647,2001,4.20006931619205,27.6756074766355,0.166666666666667,0.0481861836162221,0.0301649416186964,51678.496124031,63200,0.1571072319202,0.254372234099687,0.849808031517156,299.115547712449,287.218232137903,94.1034741608993,78.4761658432684,8.3301368305861,44.0133345515279,3.2079258637562,57.5857071685749,1.10026490419306,0.34961304072027,29.6183706218893,52.3578766438889,0.615159236110469,1.7112808564283,1.66846714960721,0.688393792431539,1.55944996152673,72.6339510302816,3.4756847774968,0.652821918370517,16.0522298667785,4.94233937397035,57.5967285309846,12.8888888888889,74.1966126656848,46.0032626427406,5.80357142857143,1.61645848640705,88.6792452830189,0,0.0245128079421498,26.2028127313101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77035,2001,6.35548345803459,27.8743721267388,0.476470588235294,0.0186788947677837,0,28125.7660818713,123800,0.0930232558139535,0.0542264752791069,0.118979472066215,296.70293227739,278.927823893229,96.0438124834845,67.4933270905246,13.7488798968776,46.8265234521871,2.54266797912696,77.0654236988542,0.349802238042118,0.416698425617175,36.5632977414278,42.984985540695,1.58763900734864,1.68398153121305,2.08613333340713,1.31084238649491,1.57148137772943,72.6095560825954,1.40340211699348,0.576068386854719,8.64894404802462,2.56410256410256,51.219512195122,5.71428571428571,72.8837209302326,0,0,0.421940928270042,98.1622960974603,0.213128729752771,0,87.5841980702713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12486,2001,15.9254590239824,27.6289168238005,0.428571428571429,0.0377137152898822,0,33644,208241.520467836,0.0694209278699627,0.5,0.660989494481903,304.051773449446,296.570946025274,67.3201298194894,85.3683712181175,11.0757813118614,37.9511437994287,2.51733715378828,30.3148532734337,3.75374869528196,0.334872396119341,28.6085031890541,62.8870647543147,1.0715001057431,0.0854349999313789,0.420710855431121,0.879903019300176,2.75651783989578,156.65842983553,2.62382943560013,2.70364802452476,5.66709266820405,6.66666666666667,66.6666666666667,6.16740088105727,73.0422840621612,0,0.21551724137931,0.892857142857143,100,0.175361683472161,0,22.2826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
